Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Data Analyst,Fund Ourselves Ltd,"Downtown, Cairo, Egypt",2 months ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/oD4XsBPZCUcC-Data-Analyst-Fund-Ourselves-Ltd-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's in Statistics or Applied Mathematics or equivalent experience. | Preferably Graduates from GUS, AUC, BUE & Nile university. | 1 - 3 years' Data Analysis experience. | Excellent numerical and analytical skills. | Understanding of website scripts such as XML, JavaScript. | Intermediate understanding of databases such as SQL Server. | Python programming or alternative is programming languages are preferable."
SRE/DevOps Engineer,Agolo,"Maadi, Cairo, Egypt",2 months ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/q6aJS0uAHMuZ-SREDevOps-Engineer-Agolo-Cairo-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb,"1-3 years of industry experience. | Experience with at least one of the cloud providers: AWS, Azure, or GCP. | Solid experience with container runtimes and orchestrators: Docker and Kubernetes. | Know your way around Linux and the Unix Shell. | Strong knowledge of HTTP and debugging networking issues within Kubernetes. | Solid experience with continuous integration systems using Git and CircleCI. | Confident to debug and write scripts in Python and Bash. | Very strong verbal and written communication skills in English are a must. | Strong communication skills and a sense of ownership and drive. | Large-scale distributed systems: Kafka and ElasticSearch | Operating microservice architecture | Security | Helm | Monitoring tools: Prometheus | Designing tests and quality assurance | Infrastructure as code tools like Terraform"
Junior R&D Software Engineer - .NET,AGI,"6th of October, Giza, Egypt",24 days ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/Lnuu7I6zTCew-Junior-RD-Software-Engineer---NET-AGI-Giza-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb,"C# .NET development | 1+ years with .NET stack - (such as .NET Core, .NET 4.7, ASP.NET Core and ASP.NET MVC) | SQL Server (Relational Database, Stored Procedures) | Entity Framework (Code First, DB First approaches) | Design Patterns knowledge. | Enthusiasm for new technologies | Agile methodology | Proficient understanding of code versioning tools, such as Git and SVN | Mac and Linux knowledge is a plus. | Excellent communication and writing skills. | Experience or interest in:AI, Machine Learning, Deep learningOCR, OMR, ICRNLPComputer VisionComputational OptimizationComputational GeometryAdvanced Statistics | AI, Machine Learning, Deep learning | OCR, OMR, ICR | NLP | Computer Vision | Computational Optimization | Computational Geometry | Advanced Statistics | WPF and UWP is a plus | SQLite experience is a plus | Python experience is a plus"
Full Stack Developer (NodeJs - ReactJs),Talents Arena,"Smart Village, Giza, Egypt",3 days ago,['Full Time'],Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/kGOtV6QvSul7-Full-Stack-Developer-NodeJs---ReactJs-Talents-Arena-Giza-Egypt?o=35&l=sp&t=sj&a=python|search-v3|hpb,"Proven experience as a full stack developer or similar role for more than one year. | Knowledge of building front end components using ReactJS or Angular 2+. | Knowledge of building back end using Python frameworks (Django) and JavaScript frameworks (Node.js, Nest) | Familiarity with databases (e.g. MySQL, MongoDB). | Knowledge of using design patterns and microservices archiecture. | Ability to use Docker and AWS infrastructure. | Able to deal with code repositories and experience with different branching techniques. | Knowledge of web security and OWASP top hacks. | Knows how to write unit test cases. | Familiarity with Jira or other issue tracking tools."
System Engineer - Application Performance Monitoring (APM),Ejada (Cairo),"Cairo, Egypt",1 month ago,['Full Time'],Entry Level,1 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/Rn4kZCv4sDVJ-System-Engineer---Application-Performance-Monitoring-APM-Ejada-Cairo-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb,"1+ years of relevant experience that includes either APM (e.g., AppDyanmics) or any other well-known monitoring tool. | Good basic Knowledge of one of the core language environments, e.g., Java, .Net, NodeJS, PHP etc. | Good knowledge/experience in OS (Windows and Linux …) and networking. | Good basic knowledge of database concepts, scripting languages – sh/Bash/Perl/Python | Good written and verbal communication skills. | Keen to learn and develop"
Systems Analyst,Confidential,"Maadi, Cairo, Egypt",22 days ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/HJdz7nXMzlK6-Systems-Analyst-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb,"Computer Science, Management of Information Systems or related field | Strong computer, software, and analytical skills | Proven ability to assess business needs and translate them into relevant solutions | Strong understanding and knowledge of the principles and practices associated with database maintenance and administration | Experience installing, configuring, documenting, testing, training, and implementing new applications and systems | Experience with web-based technologies | Product Management | SQL | Python (Preferred) | Data Analysis (using Tableau or Power BI)"
Senior Front-end Web Developer,eSmartSoft,"Cairo, Egypt",23 days ago,['Full Time'],Experienced,4 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/AUoHM4f3cf3z-Senior-Front-end-Web-Developer-eSmartSoft-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb,"Angular, | JavaScript | CSS3 | JS libraries | Graphical tools | PHP | Python | Excellent technical English - and the ability to learn from documentation in an unsupervised manner. | Problem-solving skills - and the ability to approach problems employing mathematical principles. | A solid foundation in data structures and common programming paradigms - OOP, design patterns, and asynchronous/event-based coding. | Planning, patience, and perseverance - being able to plan ahead of actual coding and adhere to best practices till the end. | Curiosity and open-mindedness - knowing that a good programmer needs real-world knowledge in addition to technical skills. | Paying attention to code readability, performance, scalability, and robustness"
Cloud Solution Architect - R&D,Link Datacenter,"Dokki, Giza, Egypt",23 days ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/kIaV8rOqzxrg-Cloud-Solution-Architect---RD-Link-Datacenter-Giza-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb,"Good command of English language. | Deployment and operational expertise at major Linux OS distributions. | Knowledge of IP networking, VPN's, DNS, load balancing and security. | Strong understanding of Linux based platforms such like Apache, BIND, MySQL, NGINX, Docker, Kubernetes …etc. | Proven experience of UNIX Scripting – Bash, Python. | Managing and troubleshooting Linux & UNIX systems. | Knowledge of big data and analytics solutions is preferred as an asset. | Very good communication skills with a friendly customer oriented manner. | Very Good Presentation, analytical & Problem Solving Skills. | 2-4 years of relevant professional experience in a large, diversified , Infrastructure (hyper/cloud based) environments | Good knowledge of Microsoft Azure different services (IAAS, PAAS, Application Gateway, Virtual Network …etc.) | Knowledge of IP networking, VPN's, DNS, load balancing and server/service security best practices. | Strong knowledge of emerging IT technology solutions, industry trends, and progressive operations methodology."
Senior DevOps Engineer,Evolvice GmbH,"Maadi, Cairo, Egypt",23 days ago,['Full Time'],Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/CWnoB4gBFvD6-Senior-DevOps-Engineer-Evolvice-GmbH-Cairo-Egypt?o=159&l=sp&t=sj&a=python|search-v3|hpb,
Java Developer,Icity,"Maadi, Cairo, Egypt",8 days ago,['Full Time'],Entry Level,1 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/KFVl8AsHTxyD-Java-Developer-Icity-Cairo-Egypt?o=37&l=sp&t=sj&a=python|search-v3|hpb,"Work experience as a Java Developer or similar role | Experience designing building and testing Java applications | Experience in user-interface ( java Server Faces, Richfaces ) is plus | Experience in the Business layer ( Java POJOs) is plus | Experience in the backend(Hibernate) is plus | Experience in Reports(Jasper Reports) is plus | Experience with Javascript, electron. | React & React native. | Python is a plus. | Experience in networking. | Experience in WebRTC, Socket programming. | Problem-solving abilities | BS/MS degree in Computer Science, Engineering or a related subject"
Odoo Developer - Remotely (Urgently),Confidential,"Cairo, Egypt",24 days ago,"['Full Time', 'Part Time', 'Work From Home']",Entry Level,1 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/raAJ7Ru7NDVR-Odoo-Developer---Remotely-Urgently-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb,1 to 3 years of experience | Can work in community versions and enterprise | Able to learn | Can work on Odoo sh and vps | Have the ability to work in migrations of version of odoo. | Functional of odoo is optional
Senior Data Warehouse & BI Tester,Target Recruitment  & HR Solutions ,"Nasr City, Cairo, Egypt",24 days ago,['Full Time'],Experienced,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/DQWfgpJWxe85-Senior-Data-Warehouse-BI-Tester-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=177&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Science or related field. | 4+ Years of experience with Software Quality Assurance. | Excellent analytical and problem-solving skills. | Strong verbal and written communications skills. | Experience in MS SQL server, SSIS and SSRS. | Awareness of Agile QA Software development life cycle –backlog, sprints, standups, burn downs."
Web Developer,Engosoft,"Nasr City, Cairo, Egypt",25 days ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/VumyhGz4dcs6-Web-Developer-Engosoft-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb,"Computer Science graduates. | 3+ years of experience | Experience in (PHP, WordPress, Laravel, Python). | Experience in MySQL Database. | Very Good English Level. | Males Only. | Cairo Residence."
Senior Data Engineer (DBT/Looker/BigQuery),360Imaging,"Dokki, Giza, Egypt",25 days ago,"['Full Time', 'Work From Home']",Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/y1YSeugXYZAM-Senior-Data-Engineer-DBTLookerBigQuery-360Imaging-Giza-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb,"5+ years in a data engineer or SQL-heavy data analyst role (high-growth startup environments highly preferred) | Track record of success in building new data engineering processes and an ability to work through ambiguity | Demonstrated ability to work across disparate teams to achieve consensus on key business decisions | Expert-level SQL skills | Exposure to Looker, DBT. | Willingness to roll up your sleeves and fix problems in a hands-on manner | Intellectual curiosity and research abilities"
DevOps Engineer / Site Reliability Engineer - Jumia Pay,Jumia,"Cairo, Egypt",11 days ago,['Full Time'],Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/CKTtsGR7IOLD-DevOps-Engineer-Site-Reliability-Engineer---Jumia-Pay-Jumia-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb,"Must have experience/knowledge in Linux environments; | Experience/knowledge with configuration management tools; | Monitor tools; | Shell and Python scripting; | Skilled with tools such as Jenkins; | Experience/Knowledge with CI/CD; | Experience with or interest in virtual/containers environments (e.g. Docker); | Knowledge of Devops Methodology; | Fluent in English; | Eager to work in team environment and share knowledge; | Likes problem analysis and solving; | Enthusiast and an interested in technologies and innovation; | Solution oriented and proactive attitude, in parallel with “Get Things Done” mindset; | Knowledge in Kafka, RabbitMQ, Docker, Terraform, Ansible, Jenkins, Kubernetes, Prometheus/AlertManager, Grafana, Elasticsearch/Logstash/Kibana, Vault, Consul, Couchbase, Redis, MySQL, PostgreSQL, MongoDB, DNS; | Java, PHP, Javascript, GoLang; | Networking skills regarding routing and overall troubleshooting using TCPdump analysis; | Experience provisioning servers and services using AWS, Azure or GCP; | Familiar with SCRUM methodology; | We don’t expect you to be expert in all of these, but would like to hear from you on any you might find relevant from your experience; | Academic background in IT or equivalent; | Proficiency in English; | 1 year of experience; | Space to use and experiment new technologies on a robust tech environment; | A unique experience in an entrepreneurial, yet structured environment; | The opportunity to become part of a highly professional and dynamic team working around the world; | An unparalleled personal and professional growth as our longer-term objective is to train the next generation of leaders for our future internet ventures;"
Full Stack Engineer,DigiFi,"Heliopolis, Cairo, Egypt",27 days ago,['Full Time'],Experienced,4 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/6ptrQzvM939L-Full-Stack-Engineer-DigiFi-Cairo-Egypt?o=168&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in computer engineering or computer science. | Previous experience as a full stack engineer. | Advanced knowledge of front-end languages including React, HTML5, CSS, JavaScript, and JQuery. | Proficient in back-end languages including Python, and PHP Laravel framework. | Knowledge of database systems and (mongodb & mysql) | Advanced troubleshooting skills. | Familiarity with JavaScript frameworks. | Good communication skills. | High-level project management skills."
Devops Engineer,EXALT Technologies,"Cairo, Egypt",28 days ago,"['Full Time', 'Work From Home']",Entry Level,1 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/zsChijT1lSoQ-Devops-Engineer-EXALT-Technologies-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb,"Good knowledge and experience in Linux and bash. | Programming skills with Python language | Knowledge and understanding in using Ansible (or similar) for automation on the cloud. | Experience and familiarity with Dockers, Kubernetes. (Plus) | knowledge on Software storage systems CEPH/Gluster. (Plus)"
Software Projects Delivery Lead,Smartera 3S ,"Cairo, Egypt",28 days ago,['Full Time'],Manager,10+ Yrs of Exp,https://wuzzuf.net/jobs/p/DE9GhJzIFsIq-Software-Projects-Delivery-Lead-Smartera-3S-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in computer science, software engineering, or equivalent. | Banking projects background is highly required especially in areas of data management and integration, | Proven managerial skills with team building and retention techniques, | Proven team leadership history and delivery achievements, | Solid understanding to project management principals and methodologies (PMP or Agile Software Development Certificate is preferred) | Having Solid technical experience and background in some of the below technologies (Java J2EE, Python, AngularJS, Web service Rest/WSDL, Hadoop, Spark, Cloudera), | Excellent Business analysis skills | Excellent modeling and presentation skills"
Senior R&D software Engineer - .NET,AGI,"6th of October, Giza, Egypt",28 days ago,['Full Time'],Experienced,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/fUKC4oGqel3z-Senior-RD-software-Engineer---NET-AGI-Giza-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb,"C# .NET development | 4+ years with .NET stack - (such as .NET Core, .NET 4.7, ASP.NET Core and ASP.NET MVC | SQL Server (Relational Database, Stored Procedures) | Entity Framework (Code First, DB First approaches) | Design Patterns, onion arch., MVC, Dependency injection | Enthusiasm for new technologies | Agile methodology | Proficient understanding of code versioning tools, such as Git and SVN | Mac and Linux knowledge. | Working knowledge of cloud services especially Azure | Excellent communication and writing skills. | Experience or interest in: | AI, Machine Learning, Deep learning | OCR, OMR, ICR | NLP | Computer Vision | Computational Optimization | Computational Geometry | Advanced Statistics | WPF and UWP is a plus | SQLite experience is a plus | Python experience is a plus | Statistics experience is a plus"
Odoo Senior Developer,Minds solutions,"Cairo, Egypt",29 days ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/xGzRjdHrJj6N-Odoo-Senior-Developer-Minds-solutions-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor & Master Degree is a plus | Minimum 3 years of experience as Odoo Developer | Expertise in PostgreSQL database. | Expertise in HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Experience in setup Odoo servers & databases. | Experience in data migration in Odoo | Object-oriented programming, object modeling, and relational database | Passion for development | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing"
GIS Developer,Perfect Presentation,"6th of October, Giza, Egypt",16 days ago,['Full Time'],Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/aEDo9YmBB7Jd-GIS-Developer-Perfect-Presentation-Giza-Egypt?o=163&l=sp&t=sj&a=python|search-v3|hpb,… العمل في المدينه المنوره
Senior Odoo Implementer,Unity,"Nasr City, Cairo, Egypt",29 days ago,"['Full Time', 'Work From Home']",Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/AXjrEws68gem-Senior-Odoo-Implementer-Unity-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb,"3+ years of Odoo Implementation Experience. | Previous experience in Odoo ERP solution. | Previous experience in Odoo POS solution. | Solid experience in system and software architecture. | Experience in leading development teams is a plus. | Stable internet connection and home computer. | Strong presentation, communication and interpersonal skills."
Data Science Instructor,EpsilonAI,"Nasr City, Cairo, Egypt",29 days ago,"['Full Time', 'Part Time']",Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/lti4vVhRvuKO-Data-Science-Instructor-EpsilonAI-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb,"Expert level in Python including Numpy, Pandas, Scikit-learn | Proficiency in Relational and non-relational databases, and Cloud computing with in-depth knowledge of machine learning and artificial intelligence libraries, and APIs. | Strong foundation in Mathematics | Expert level in MLlib | Excellent programming skills (including OOP and preferably functional programming) | Solid Understanding of Machine Learning Models; Data Preparation, Cleaning up data; Mathematics; Model Deployment | Solid understanding of Data Science techniques | Excellent software engineering skills (Agile methodologies, Git, continuous development, etc.) | Lead project sprints, helping Trainees scope and execute larger technical projects to demonstrate mastery of each content module | Diligently respond to Trainees needs and questions during the course schedule | Acts as a technical mentor guiding Trainees on a technical journey of discovery | Working experience in data science | Bachelor’s degree (or higher) in -Computer Science or related field preferred | A minimum of 1-year experience with research/development/application of Data Science | Experience using technology and interactive electronic materials to support teaching and learning. | Experience using a Learning Management System such as Google Classroom, Canvas"
Software Quality Control Engineer,Kashier Payment Solutions,"Zamalek, Cairo, Egypt",29 days ago,['Full Time'],Experienced,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/Aeoy9m8E1Qgs-Software-Quality-Control-Engineer-Kashier-Payment-Solutions-Cairo-Egypt?o=170&l=sp&t=sj&a=python|search-v3|hpb,"BSc/BA in Computer Science, Engineering, or a related field. | Holds relevant QA/QC Professional Certification is a plus. | From 2 - 5 years of experience in the same field (automated testing) is a must. | Strong experience in software development and testing automation tools. | In-depth understanding of Java, Python and SQL. | Excellent communication and critical thinking skills. | Excellent analytical and problem-solving skills and Exceptional attention to detail."
Software Tester (Remote/WFH),Deriv.com,"Cairo, Egypt",29 days ago,"['Full Time', 'Work From Home']",Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/oLtme0zzF4ok-Software-Tester-RemoteWFH-Deriv-com-Cairo-Egypt?o=198&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in computer science, or an equivalent combination of technical education, training, and work experience | Ability to write high-quality, self-documenting code using test-driven development techniques | Minimum of two years experience in a software or web application testing role | Experience in designing and executing test plans (both automated and manual) | Experience with agile development methods such as Scrum or Kanban | Passion for Linux and other open-source platforms | Familiarity with Git | Excellent spoken and written English communication skills | Experience with Postgres or another RDBMS | Extensive knowledge of JavaScript , AJAX, JSON, CSS | Experience in performance and load testing | Proficiency with one or more programming languages, preferably Perl, but can also be Python, PHP, C/C++, etc. | Exciting work challenges | Dynamic collaboration with international teams | Training sessions and webinars to help you advance your career | Competitive hourly salary in the payment method of your choice"
Odoo Developer,ExtraMile EGY ,"Nasr City, Cairo, Egypt",2 months ago,['Full Time'],Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/65F4tqFMFax7-Odoo-Developer-ExtraMile-EGY-Cairo-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed, especially if supported with good experience. | Minimum of 1 year of experience in Odoo development | Hands-on experience in the back end and front end | Superior knowledge of relational database concepts, SQL, and ORM. | Good knowledge of non-relational database concepts (MongoDB and Cassandra). | Excellent knowledge of web development languages (HTML, CSS, JavaScript, JQuery). | Good knowledge of Linux and Ubuntu. | Good knowledge of SVN and Git. | Knowledge of Python development frameworks (Django and Flask). | Knowledge of front-end development languages is a great plus (AngularJS or Meteor). | Ability to learn fast and execute accordingly. | Outstanding communication and interpersonal abilities | Patience and professionalism | Reliability and discretion: you will often learn of confidential matters | Communication, negotiation, and relationship-building skills | Excellent time management skills and the ability to prioritize work | Attention to detail and problem-solving skills | Excellent written and verbal communication skills | Strong organizational skills with the ability to multi-task"
Odoo Developer,Bishop Integrated Solutions ,"Glim, Alexandria, Egypt",3 days ago,"['Full Time', 'Part Time']",Entry Level,1 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/ZXoJDaRHQYuL-Odoo-Developer-Bishop-Integrated-Solutions-Alexandria-Egypt?o=22&l=sp&t=sj&a=python|search-v3|hpb,"Must have Python & JavaScript experience as well as a solid understanding of Object Oriented Design and Programming. | Experience in Developing new Odoo Modules and extension of Odoo framework and its existing modules. | Should have working knowledge of API's in ODOO. | Experience in writing Modules for Odoo Web site . | Experienced in HTML, XML, and JQuery. | Experienced in JavaScript & POS Module. | Experienced in PostgreSQL database. | Experienced in Webkit, RML Report, OpenOffice Reports and Pentaho Report (preferred). | Experienced in using Eclipse or Pycharm IDEs. | Experienced with GITLAB or equivalent source control | Can work in Community versions and Enterprise | Can work on Odoo SH and VPS Servers like (AWS - Linode)"
Telecom Customer Service & Provisioning Representative (VoIP),Tlnted,"Obour City, Cairo, Egypt",21 days ago,['Full Time'],Entry Level,1+ Yrs of Exp,https://wuzzuf.net/jobs/p/XrebUFid2cwu-Telecom-Customer-Service-Provisioning-Representative-VoIP-Tlnted-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb,Excellent to Fluent in English | Previous experience in provisioning  with asterisks and BroadSoft based VoIP systems
Oracle Netsuite Functional Consultant,AK IT Consulting,"Nasr City, Cairo, Egypt",3 days ago,['Full Time'],Experienced,3 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/u30ufGYF61Vy-Oracle-Netsuite-Functional-Consultant-AK-IT-Consulting-Cairo-Egypt?o=187&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor of Accounting or Business administration | Experience in Oracle Netsuite 3 years at least . | Fluency in English is a Must | Good Understanding of Business scenarios and processes. | Knowledge of various industries such as retail, manufacturing, Human resources etc. | Should be able to perform critical activities individually. | Experience with Finance, Manufacturing or Supply chain. | Excellent level in Excel (e.g. V-lookups, pivot tables, etc.) | Excellent level in Visio | Must have good communication skills to be able to communicate between teams and Management. | A strong team player. | Should be updated on new technologies to help understand and develop new products and recommend the same to the management. | Attractive salary | Social insurance | Private Medical insurance | Career path | 2 days off ( Saturday _ Sunday) | Location : Nasr city , Makram Abied | Working Hours 2 pm : 10 pm"
Senior Penetration Tester,Union Coop,"Dokki, Giza, Egypt",30 days ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/BUl8buhff6Qf-Senior-Penetration-Tester-Union-Coop-Giza-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb,"Full-stack understanding of end-to-end application communications. | Familiar with tools such as Nessus, Burp Suite, Cobalt Strike, Kali Linux, | Security software countermeasures | Comfortable on the command line for NMAP, Metasploit, Windows/Linux shells, etc. | Cyber attacker mindset, a good learner with an innovative mind, and problem-solving abilities. | Must have OSCP | Knowledgeable in both Linux and Windows OS and their internals | Bachelor of Engineering | +3 years of experience in exploitation and vulnerability research, penetration testing, or related fields. | Experience in secure code review, coding design development, and risk mitigation. Working within a growing team of Union Coop's Penetration Testers working on cyber-security assessments, vulnerability detection, and improving the code's security. | This will involve prior experience in programming/scripting knowledge and experience with either .Net / Java / Scala / Python / PHP / Magneto, also an ability to find design flaws in different programming languages, bottlenecks and architecture misconfigurations, and Knowledge of Cryptography. | The position will be based at Union Coop's Research & Development CoE in Egypt."
Senior Software Engineer - Full Stack (100% Remote),Anoma Tech USA,"Cairo, Egypt",30 days ago,"['Full Time', 'Work From Home']",Experienced,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/HpXhuVrV9yBc-Senior-Software-Engineer---Full-Stack-100-Remote-Anoma-Tech-USA-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree or an equivalent combination of education and experience | 5+ years of industry experience with full stack architecture and distributed systems | Expertise with cloud infrastructure such as GCP and/or AWS | Experience working in a fast-paced environment; continuous deployment, test-driven development, agile methodologies | Experience building robust, highly available, and scalable web services | Passion for using technology to improve the lives of our customers | Excitement for solving tough problems that haven’t been solved before | Desire to work in a collaborative environment with a tight knit team of passionate engineers | Experience with performance tuning, profiling and debugging javascript applications"
Senior Devops Engineer,Confidential,"New Cairo, Cairo, Egypt",30 days ago,['Full Time'],Experienced,5 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/C2WEWy7oF1Or-Senior-Devops-Engineer-Cairo-Egypt?o=160&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Science, Software Engineering, Computer Engineering, or other related fields. | 5 to 7 years of experience. | Windows and Linux experience. | Certified in Amazon Web Services (AWS) with experience. | Devops skill is mandatory. | Solid knowledge of one of the following programming languages: PHP, Perl, JavaScript, Python, or Go. | Experienced in Agile or Scrum software development."
Site Reliability Engineer (SRE),Taager,"Maadi, Cairo, Egypt",30 days ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/0Fx99pmcYciN-Site-Reliability-Engineer-SRE-Taager-Cairo-Egypt?o=191&l=sp&t=sj&a=python|search-v3|hpb,"3+ years of combined experience in application management and DevOps. | Strong understanding of DevOps culture and best practices. | Deep understanding of software lifecycle. | Aware of agile concepts. | Understanding of OS. | Good Understanding of Internet Infrastructure (HTTP/DNS..etc) | Experience in designing and developing CI/CD pipelines | Experience in scripting (Bash or Python) | Experience in version control | Experience in IaaC. | Experience in Configuration as Code. | Experience in designing and building DevOps solutions. | Experience in containerization (kubernetes, docker and helm charts) | Experience in any Cloud provider (AWS, GCP or Azure) | Nice To have : | Extensive Experience in AWS. | 3+ years of combined experience in application management and DevOps. | Extensive Experience with Kubernetes. | Extensive Experience with Terraform | Extensive Experience with Canary Deployment. | Extensive Experience with Monitoring solutions."
Technical Lead - Software Engineer,Confidential,"New Cairo, Cairo, Egypt",30 days ago,['Full Time'],Manager,6 - 7 Yrs of Exp,https://wuzzuf.net/jobs/p/mJtTK9Od3DpB-Technical-Lead---Software-Engineer-Cairo-Egypt?o=203&l=sp&t=sj&a=python|search-v3|hpb,"6+ years of experience in software engineering | 2+ years of hands-on technical leadership and people management experience | Experience leading cross-functional teams of multidisciplinary engineers | Aligns with other teams on project scope, domain and boundaries | Analyzes and identifies possible project delays and reports to stakeholders | Mentorship - ability to successfully transfer knowledge | Able to decrypt unclear stakeholder requirements and drives for clarity to ensure the right problem is addressed | Solid experience building large-scale applications using modern programming languages (e.g. PHP, ReactJS, Python, Go, etc.) | Wide experience in different technology stacks, tools, and practices such as DevOps | Solid experience in designing, implementing, monitoring and scaling web apps and APIs preferably in PHP | Experience building mobile apps in iOS or Android | Experience working within Agile practices and knowledge of Agile values and principles | Proficient in unit-testing, TDD, BDD/ATDD | Experience with cloud platforms preferably AWS | Solid experience in building applications in distributed systems architecture (Microservices, Event-Driven, SOA and RESTful Services) | Experience working with relational and NoSQL databases (e.g. MySQL, PostgreSQL, Redis, DynamoDb) | Experience with CI/CD tools and techniques | Ensures quality, performance, monitoring, alerting and security using best practices"
Tech Lead Full Stack Software Engineer,Ctopya,"Cairo, Egypt",4 days ago,['Full Time'],Manager,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/iwWNqdwcQyD5-Tech-Lead-Full-Stack-Software-Engineer-Ctopya-Cairo-Egypt?o=29&l=sp&t=sj&a=python|search-v3|hpb,"Professional experience with expert-level knowledge of two or more languages (Java, PHP, Python) for 5 years+. | Lead software development teams using Agile approaches such as TDD, continuous integration, pairing, and infrastructure automation. | Experience with Jenkins and CI/CD Pipelines | Skillfully write high-quality, well-tested code and you are comfortable with Object-Oriented programming. | Knowledge of cloud technology such as Docker or Kubernetes. | Knowledge of Design Pattern and Specially Adapter Pattern and Strategy Pattern"
