Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Data Scientist,BlinkApp,"Nasr City, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/ceaHXZ09uClv-Data-Scientist-BlinkApp-Cairo-Egypt?o=130&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor or Master’s Degree with an emphasis on Computer Science or Engineering | At least three years’ experience in data science projects | Excellent understanding of machine learning techniques and algorithms, such as Gradient boosting, Naive Bayes, RNNs, CNNs, k-NN, SVM, Random Forests, etc. | Experience with common data science toolkits, such as (NumPy, Matplotlib, pandas, Tensorflow/Pytorch, sklearn,seaborn, …etc.) | Experience with NLP. | Experience with Dataiku data science studio. | Great communication skills | Experience with data visualization tools, such as D3.js, Tableau, etc. | Proficiency in using query languages such as SQL, Hive, Impala | Experience with NoSQL databases, such as MongoDB, Cassandra, HBase | Good applied statistics skills, such as distributions, statistical testing, regression, etc. | Good scripting and programming skills | Data-oriented personality"
Internship Software Quality Control Tester - (Alexandria),Procrew,"San Stefano, Alexandria, Egypt",1 month ago,['Internship'],Entry Level,,https://wuzzuf.net/jobs/p/yvDfseeON4Ji-Internship-Software-Quality-Control-Tester---Alexandria-Procrew-Alexandria-Egypt?o=171&l=sp&t=sj&a=python|search-v3|hpb,
Azure Linux Consultant,Global Brands,"New Cairo, Cairo, Egypt",1 month ago,['Full Time'],Experienced,9+ Yrs of Exp,https://wuzzuf.net/jobs/p/1sFeSOZQcjHv-Azure-Linux-Consultant-Global-Brands-Cairo-Egypt?o=172&l=sp&t=sj&a=python|search-v3|hpb,"B.S. degree in Computer Science or equivalent experience | 9+ years of support or equivalent experience including a customer-facing or customer support role EDUCATION/CERTIFICATION | Linux Professional Institute Certified (LPIC), Linux+, Red Hat Certified Engineer (RHCE) preferred | English Language: fluent in reading, writing and speaking."
Senior Backend Developer,Easy Cash,"Heliopolis, Cairo, Egypt",1 month ago,['Full Time'],Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/B5j5000EfvUP-Senior-Backend-Developer-Easy-Cash-Cairo-Egypt?o=174&l=sp&t=sj&a=python|search-v3|hpb,"BS/MS degree in Computer Science, Engineering, or similar relevant field | Minimum 5 years of relevant experience. | In depth knowledge of object-oriented programming and functional programming paradigms. | PHP and Laravel 5+ PHP Framework, Yii PHP Framework is a plus | Experience with python, NodeJS, or GOLANG is a plus | Hands on experience with SQL schema design, SOLID principles, REST API design | Good understanding of security and scalability issues. | In-depth understanding of the CI/CD pipelinr | Data modeling and database design experience. | Ability to optimize the code and performance | Ability to build scalable products with high quality. | Familiar with Kubernetes | Knowledge about agile software development and use of JIRA is a plus | English Fluent ( Conversation, writing & reading)"
Web Developer,Union Group,"Obour City, Cairo, Egypt",1 month ago,['Full Time'],Experienced,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/hLW2SDKAlnD8-Web-Developer-Union-Group-Cairo-Egypt?o=179&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Science Or Relevant Post Graduate Studies | Very good command of English is a must | Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript. | Proficiency with JavaScript frameworks such as Angular JS, React, and Amber. | Proficiency with server-side languages such as Python, Ruby, Java, PHP, and .Net. | Very good at MVC, Open Cart, Magneto , Word Press | Experience in SQL, Oracle databases | +4 years of experience in the same field with proven track record | Proven knowledge of mentioned programming languages"
Big Data Engineer,Paymob Solutions,"Maadi, Cairo, Egypt",1 month ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/DqW4t4pjmmV2-Big-Data-Engineer-Paymob-Solutions-Cairo-Egypt?o=180&l=sp&t=sj&a=python|search-v3|hpb,"2+ years of experience as a Data Engineer, with strong skills in at least one programming language is mandatory, preferably Scala or Java, or Python | 1+ year of experience with Spark on Hadoop, EMR, etc | Experience working with real-time data processing using Kafka, Spark Streaming or similar technology | Experience with distributed systems and design/implementation for reliability, availability, scalability, and performance | Proven experience with AWS technologies like S3, EMR, Cloud information. | A creative and innovative approach to problem-solving | Experience with Kubernetes is a big plus"
Senior Front End Developer,yelloco,"Nasr City, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/tqFpCRbDOvvG-Senior-Front-End-Developer-yelloco-Cairo-Egypt?o=181&l=sp&t=sj&a=python|search-v3|hpb,"HTML5, XML, CSS3 | Languages: JavaScript, Python, Ruby, Java | Frameworks: ReactJS, Angular.js, Bootstrap | Libraries: JQuery | Databases: MongoDB, MySQL, MariaDB | Backend: Node.js | Protocols: HTTP, REST | Data Formats: JSON, XML, CSV | Experience in responsive projects | Experience in agile environment with CI | Experience in writing Unit Tests | Experience in TDD approach with testing frameworks such as Jest, Mocha, Enzyme | Experience with database technologies: SQL, Mongo | Experience with Endpoint Design in Swagger | Experience with Grafana | Image edition and processing skills | UI/UX certifications | UX guidelines understanding"
MIS Analyst,OPEX Egypt,"New Cairo, Cairo, Egypt",1 month ago,['Full Time'],Experienced,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/HJxAYU5mD9G3-MIS-Analyst-OPEX-Egypt-Cairo-Egypt?o=188&l=sp&t=sj&a=python|search-v3|hpb,"Education: require a minimum of Bachelor’s degree in MIS, ISM, or Operations Research; Business Computer Science, Management Information Systems, or a field related to the employer’s industry. | Knowledge: working knowledge of a variety of data analysis techniques, including clustering, factor analysis, and logistic regression; data/text mining, decision trees, etc. | Computer skills: Microsoft Tools, including Excel and PowerPoint, and also possess advanced computer skills for data extraction, manipulation, and analysis. Having a practical experience with Apache Hive, SAS, and Python; R, Data Warehousing, and BPR is a plus | Problem-solving skills | Communication skills"
DevOps Engineer - UK Team - (Alexandria),Procrew,"Alexandria, Egypt",1 month ago,"['Full Time', 'Work From Home']",Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/iXdcvrAbbJpJ-DevOps-Engineer---UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=190&l=sp&t=sj&a=python|search-v3|hpb,"Ubuntu Linux | Amazon Web Services | MySQL | Docker | Automated CI/CD pipelines | Nginx | 5 years of commercial experience in a similar role | Linux command line expert | Experience building CI/DI pipelines, ideally using GitHub | Great knowledge of Docker | Excellent understanding of server and web based security protocols | Skilled in platform debugging using industry standard tools and technologies | Knowledge of DNS, load balancing and firewalls | Good team player"
PHP Developer,VA Computing Egypt,"New Cairo, Cairo, Egypt",1 month ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/muinh8aqeDVx-PHP-Developer-VA-Computing-Egypt-Cairo-Egypt?o=194&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree in Software Engineering, Computer Science, or equivalent. | Proficiency with Python | Knowledge across multiple Dynamics 365 Apps, JavaScript, HTML5, jQuery, CSS3, Bootstrap | Intermediate Odoo Development experience | Ajax, jQuery, VueJS, React, or any other JS frameworks. | Python programming, XML, PostgreSQL are required to understand and work with Odoo. | Work with Python web frameworks such as Odoo, | Technical and Functional knowledge of Odoo modules and features | Concrete understanding of object-oriented design and programming | Work with PostgreSQL database | Work with HTML, XML, JavaScript, React and jQuery. | Good knowledge of business processes | Good knowledge of ORM (Object Relational Mapper) libraries such as SQL Alchemy | Solid experience of design principles behind a scalable application, data structure, APIs in Odoo | Fast learning and have an ability to learn new technologies. | Good technical and database skills | Proficiency in either PHP | Proficiency in both SQL and NoSQL databases. | Experience with cloud platforms such as AWS, Azure, or Google Cloud. | Experience in developing large-scale and multi-tier solutions that are capable of handling massive amounts of transactions received from thousands of clients per second. | Excellent communication skills. | Be able to produce original ideas. | Collaboration and teamwork | Creative and analytical approach. | Time management, ability to multi-task and perform under pressure. | Quick decision-making and problem-solving are some of the important skills for this role. | Understand what appeals to different target audiences. | Accept criticism and be able to work positively. | Be flexible and willing to meet technical criteria. | Have an eye for detail. | Proficiency in implementing, configuring, and developing web services. | Proficiency in microservice development."
Senior Full Stack Developer,e Aswaaq Misr,"Giza, Egypt",1 month ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/fctqvrZBuh7V-Senior-Full-Stack-Developer-e-Aswaaq-Misr-Giza-Egypt?o=200&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s degree of Computer Science / Engineering ot its equivalent. | Minimum 3 years of relevant experience. | Hands on experience with digital products life cycle. | Proficiency with server side languages such as Python, Ruby, Java, PHP and .Net. | Familiarity with modern frameworks like Node.js , Angular, React , flutter, and so on. | Experience with JavaScript, CSS and jQuery. | Experience to deal with APIs. | Familiarity with database technology such as MySQL, Oracle, MongoDB, or..… | Familiarity with browser testing and debugging | In-depth understanding of the entire applications development process (design,development and deployment) | Understanding of layout aesthetics | Basic knowledge of SEO principles | Familiarity with content management systems. | An ability to perform well in a fast-paced environment | Excellent analytical and multitasking skills | Working Strategically | Customer Orientation | Critical Thinking | Agility | Innovation | Leadership | Time Management | Project Management | CX | Problem solving"
Senior Technical Support Engineer,Viavi Solutions,"Maadi, Cairo, Egypt",1 month ago,['Full Time'],Experienced,4 - 8 Yrs of Exp,https://wuzzuf.net/jobs/p/DlVul8HbDfFe-Senior-Technical-Support-Engineer-Viavi-Solutions-Cairo-Egypt?o=201&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s or Master’s degree in Computer Engineering, Electrical Engineering, Computer Science  (and/or related area), or, an equivalent combination of technical education and experience; specifically, familiar with computer network technologies and associated technologies for managing them. | 4 – 8 years experience in IT and the computing industry at large. | Very strong system administration knowledge of Linux Operating Systems is a must-have. | Experience in analyzing and troubleshooting complex technical problems is a must-have. | Experience in containerization and orchestration using industry-standard tools. | Familiarity with scripting languages such as Python, Perl, Bash, PowerShell, JSON, WMI, SQL, and knowledge of web technologies desirable. | Familiarity with database technologies such as MySQL and Redis. | Familiarity with Cloud Computing technologies VMware vSphere, ESXI, Hypervisor, Amazon AMI, SaaS, IaaS | Proven ability to function in a self-directed environment | Familiarity with the Microsoft Windows system is a plus. | Familiarity with mobile network protocols is a plus. | Cyber security skills are a plus."
Data Scientist,Confidential,"Cairo, Egypt",1 month ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/yi8XAGgKDmnN-Data-Scientist-Cairo-Egypt?o=204&l=sp&t=sj&a=python|search-v3|hpb,"Who you are: | Bachelor’s degree in computer science or engineering, preferably a master’s degree in data science or relevant fields. | 3-5 years of experience in the data science field. | Must be self-motivated, results-driven, and able to work with minimum supervision. | A creative problem-solver who is passionate about digging into sophisticated problems and devising new approaches to reach results. | You have a strong understanding of statistics, data modelling, machine learning and optimization techniques. | You possess proven hands-on skills in sourcing, cleaning, manipulating, analyzing, visualizing and modeling of real data. | Extensive experience about model deployment in the cloud. | Extensive experience with programming languages such as SQL, R, Python. | Comfortable with ambiguity and rapid changes common in early-stage product development | Able to communicate complex ideas effectively – both verbally and in writing | Excellent English and Arabic communication skills (fluency in reading, writing, speaking)."
Junior Odoo Developer,Minds solutions,"Maadi, Cairo, Egypt",29 days ago,['Full Time'],Entry Level,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/NAaBAponD8S3-Junior-Odoo-Developer-Minds-solutions-Cairo-Egypt?o=166&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree ( computer science , information technology is plus ) | Minimum +6 months  of experience as Odoo Developer | Good PostgreSQL database knowledge. | Good knowledge of : HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Object-oriented programming, object modeling, and relational database | Passion for development | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing"
Senior DevOps Engineer,ExaServe LLC,"Heliopolis, Cairo, Egypt",10 days ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/3IR8A8mn5k5O-Senior-DevOps-Engineer-ExaServe-LLC-Cairo-Egypt?o=45&l=sp&t=sj&a=python|search-v3|hpb,"3 Years of Practical Experience as DevOps Engineer / Preferred in Fintech or E-Payment or E-commerce Industry. | Experience in Build and maintain CI/CD pipelines (Pipe-lining for PHP Projects). | Experience in using TFS Automation tools. | Experience in Containerisation with Docker. | Experience in one of Configuration Management tools (Ansible, Puppet, Chef). | Experience in one of Monitoring Tools (ELK Stack, New relic, Datadog, Prometheus). | Experience in System Testing/Unit Testing. | Experience in using Management Gateways/Load Balancer (Kong, ELB). | Experience in using Micro Services (Kafka & Rabbit MQ). | Experience in using Cloud Services (Oracle). | Using task management tools (Jira/Trello). | Scripting Language (Bash). | Source control versioning tools (GIT, GIT Hub, Bitbucket). | Agile Methodologies. | Advanced Cyber Security Background | Container Orchestration (Kubernetes Cluster) | Scripting Lang (Python)"
IT Admin,FlairsTech,"Maadi, Cairo, Egypt",10 days ago,['Full Time'],Experienced,3 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/auW3aQ2sJ0tN-IT-Admin-FlairsTech-Cairo-Egypt?o=205&l=sp&t=sj&a=python|search-v3|hpb,"Ability to apply creative problem solving and manage through ambiguity. | Willingness to take ownership of problems and seek solutions to meet customer needs | Highly collaborative team player. | Ability to work under remote supervision and with a minimum of direct oversight. | Strong written and verbal communication skills. | 3+ years of experience supporting Windows and/or Linux environments, including process management, user management, distilling log files, and debugging performance issues. | 3+ years of experience supporting virtual production environments; AWS preferred. | Experience supporting production SaaS systems and applications that are available on a 24x7 basis. | Be familiar with the basic networking concepts of DNS, NTP, DHCP, VLANs, HTTP/HTTPS, and IPSec/SSL VPNs. | Be familiar with AWS Security concepts including IAM accounts, encryption, CloudWatch monitoring/alerting. | Experience with production-level web hosts including IIS, J2EE application servers (resin, tomcat, WebLogic). | Experience with production level storage systems, | AWS: EBS, EFS, S3, | on Prem Storage:  NetApp and Compellent | Basic knowledge and experience with load-balancing technologies, preferably f5, Netscaler, AWS: ALB/NLB | Basic knowledge of scripting technologies: Ansible, Puppet, Chef, Terraform. | Scripting experience with PowerShell, Bash, Perl, Python, and/or PHP. | Mass email platform admin experience | Outlook/Exchange administration"
Principal DevOps Engineer,A1Softech,"Cairo, Egypt",11 days ago,"['Full Time', 'Work From Home']",Experienced,5 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/fvUmVuhazaPo-Principal-DevOps-Engineer-A1Softech-Cairo-Egypt?o=48&l=sp&t=sj&a=python|search-v3|hpb,
Python Developer,Shebak,"Smart Village, Giza, Egypt",3 days ago,['Full Time'],Entry Level,0 - 2 Yrs of Exp,https://wuzzuf.net/jobs/p/lvX8rpx4B3nC-Python-Developer-Shebak-Giza-Egypt?o=2&l=sp&t=sj&a=python|search-v3|hpb,"Proficiency with Python | Excellent problem solving and troubleshooting skills – a passion for root cause analysis and problem resolution | Quick and autonomous learner | Basic knowledge of SQL | Basic knowledge of git | Unix/Linux platform, Git, and open source development tools | Javascript | HTML5/CSS3 | In-depth understanding of Python concepts such as Meta-classes and Descriptors | C/C++ | Advanced knowledge of PostgreSQL"
Senior Odoo Developer - Giza,Ejadtech,"Dokki, Giza, Egypt",12 days ago,['Full Time'],Experienced,4 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/1ivG518SHtoF-Senior-Odoo-Developer---Giza-Ejadtech-Giza-Egypt?o=32&l=sp&t=sj&a=python|search-v3|hpb,"Working experience with Python | 4:5 years of experience of Odoo development specifications | Strong debugging and troubleshooting skills | Strong Technical Knowledge in Object-Oriented Programming Concepts and data structures. | Develop apps/features | Understand Relational databases | Working experience with relational database design and modeling | Working experience with relational database management systems (PostgreSQL,) | Bachelor CS Degree is a plus | Expertise in HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Experience in setup Odoo servers & databases. | Experience in data migration in Odoo | Object-oriented programming, object modeling, and relational database | Passion for development | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing"
Sr. System Engineer,Teqneyat ,"Mohandessin, Giza, Egypt",12 days ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/7zC5joIpoyFj-Sr-System-Engineer-Teqneyat-Giza-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb,"BSc/Ba in Information Technology, Computer Science, Engineering or a related discipline. | Proven experience as a System Engineer, Network Administrator or similar role. | Ability to create scripts in Python, Perl or other scripting and bash language. | Resourcefulness and problem-solving aptitude. | Must have professional certification in Microsoft  MCSA, MCSE. | Proven experience and knowledge of OS and Server administration (Linux, Windows). | Proven experience and knowledge of virtualization (Ex: Hyper-V, VMware). | Proven experience and knowledge of containerization (Ex: Docker, Kubernetes). | Experience in network administration (LAN, WAN) and patch management. | Good knowledge of system security (e.g. intrusion detection systems) and data backup/recovery. | Experience in  database administration, data backup and recovery. | Good knowledge of information security. | Experience administering SaaS applications like Okta, Google Workspace, Slack, Zoom. | Hands-on experience working in Azure DevOps, GCP and AWS environments. | Developing automation workflows and integrations for repetitive or manual tasks. | Experience working with CI/CD tools and Git."
Smart Manufacturing Engineer - Alexandria,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),"Ameria, Alexandria, Egypt",16 days ago,['Full Time'],Entry Level,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/GuLTI6d9IdOA-Smart-Manufacturing-Engineer---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=184&l=sp&t=sj&a=python|search-v3|hpb,"BSc Degree of Engineering major Computer Communication - Alexandria Uni. /AAST / E-JUST / AUC / GUC. | Fresh graduates to 3 years of experience in the relevant field only | Alexandria Residences Only. | Experience using statistical computer languages (Python, SQL, etc.) to manipulate data and draw insights from large data sets (other programming languages specially R will be considered as a plus). | Experience in BI Concepts and Algorithm. | Knowledge of advanced statistical techniques/concepts and data mining techniques. | Experience with PLC programming is a plus. | Knowledge of OPC configuration is a plus. | Experience in Data visualizing & presenting data for stakeholders. | Analytical and problem-solving skills. | Ability to work in teams and interface with different stakeholders. | Fluency in English spoken and written. | Ability to work in diverse team"
DevOps: Site Reliability Engineer/ Support Engineer,Cegedim,"New Cairo, Cairo, Egypt",13 days ago,['Full Time'],Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/mBTH3YehEITw-DevOps-Site-Reliability-Engineer-Support-Engineer-Cegedim-Cairo-Egypt?o=46&l=sp&t=sj&a=python|search-v3|hpb,"2+ years in Linux and Windows systems administration | Excellent problem-solving and communication skills | Good understanding of computer systems | Ability to diagnose and troubleshoot basic technical issues | Ability to provide step-by-step technical help, both written and verbal | Hands-on experience with Windows/Linux environments | Good knowledge of scripting languages: Python, Bash, PowerShell… | Knowledge of automation tools such as puppet, ansible, terraform | Knowing Kubernetes is a plus | Systems: Linux / Windows | Containerization: Kubernetes | Basics: Oracle / MongoDB / PostgreSQL | Scripting: Python / Bash / PowerShell / Groovy / Go | CI / CD: Git / Jenkins / SaltStack / JIRA"
Senior DevOps Engineer,Cegedim,"New Cairo, Cairo, Egypt",13 days ago,['Full Time'],Experienced,5 - 10 Yrs of Exp,https://wuzzuf.net/jobs/p/1ZQiaTzAH9nC-Senior-DevOps-Engineer-Cegedim-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor Degree in Engineering (Computer or Network or Communication ) is a must, the master degree will be highly appreciated | Deep experience in administration of Linux and Windows systems | Knowledge of the creation of Linux packaging: rpm/deb | Expert in database administration of : Oracle / MongoDB / PostgreSQL | Profound knowledge in Scripting: Python / Bash / Powershell / Groovy / Go | CI / CD: Git / Jenkins / SaltStack / Docker /Maven/Jira | Container-orchestration: Kubernetes is a plus | Knowledge of API, REST, and HTTP concepts is a plus | J2ee knowledge including spring, JPA, JMS is a plus | NodeJS knowledge is a plus"
Applied Machine Learning Engineer / Computer Vision Scientist,412labs.com,"Cairo, Egypt",13 days ago,"['Full Time', 'Freelance / Project', 'Work From Home']",Experienced,4+ Yrs of Exp,https://wuzzuf.net/jobs/p/iechGl4TG6q8-Applied-Machine-Learning-Engineer-Computer-Vision-Scientist-412labs-com-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb,"PhD or MSc in Computer Science, Engineering, Mathematics or Statistics, withspecialization in computer vision and deep learning | Minimum of 2 years (candidates with PhD) and minimum of 4 years (candidates withMasters) of industrial experience in developing Computer Vision and Deep Learningapplications in Python/C++. | Experience in multi-facility, international organizations desired. | Successful delivery of machine learning applications to internal or external customers. | Proficiency in Deep Learning frameworks (Tensorflow, Keras or Pytorch) | Proficiency in Python, C++ appreciated | Proficiency in CV/ML libraries (OpenCV, Scikit-learn, Numpy, Pandas) | Proficiency in implementing deep learning architectures for Image classification, Objectdetection, Object segmentation and Action/Activity detection. | Demonstrated experience in scientific research related to Computer vision and Deeplearning. | Scientific thinking and the ability to invent, implement, and lead technology developmentsin the field of computer vision and machine learning. | Demonstrated experience deploying models on Edge devices like Raspberry Pi, NvidiaJetson, or similar. | Demonstrated experience extracting / applying software from open source repos | Excellent problem solving skills in the face of ambiguity using a clear understanding offacts and implementation of test plans and solution strategies"
Odoo Developer,Albassami International Group,"Cairo, Egypt",13 days ago,"['Full Time', 'Work From Home']",Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/VfBqRwjT0yYl-Odoo-Developer-Albassami-International-Group-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb,
DevOps/ProdOPS Engineer,Cegedim,"New Cairo, Cairo, Egypt",13 days ago,['Full Time'],Experienced,3+ Yrs of Exp,https://wuzzuf.net/jobs/p/xoLPCDxxDq5h-DevOpsProdOPS-Engineer-Cegedim-Cairo-Egypt?o=175&l=sp&t=sj&a=python|search-v3|hpb,"3 years of advanced scripting (Bash/Python) experience & DevOps or systems Administrator with Linux/Unix Experience. | 2 years of experience Cloud-based application deployment and automation with on Premise or Public cloud like AWS platform. Infrastructure / Application monitoring solutions (Centreon, Zabbix, ELK …) and deployment experience (Rundeck, Ansible …) | Understanding of Continuous Integration & Continuous Delivery in the software engineering process and thorough understanding on how a DevOps / Systems Engineer facilitates these practices in collaboration with the Development, Quality Assurance and Technical Operations teams to drive business goals. | Experience using tools like Git, Jenkins, Sonar, Maven, Gradle, Selenium, Docker, Kubernetes, Openshift … | Deployment automation experience using advanced scripting (Bash/Python). | Experience in developing and maintaining CI/CD process for enterprise SaaS and on-prem applications in Java and React or AngularJS. | Hands-on experience in build and administer containers using tools such as Selenium and Kubernetes. | Experience with configuration management tools such as Rundeck, Ansible, Chef or Puppet will be a plus. | Ability to use a wide variety of open source technologies and tools. | Strong problem-solving skills with an investigative mentality, decision making ability and a capacity for strategic and associative thinking. | Ability to demonstrate a clear, energetic and excited interest in automating everything (build, test, release/deploy, monitoring, reporting) | Experience installing, configuring and troubleshooting Linux web-based solutions  (apache2, wildfly, tomcat, java,  ...)"
Rigging Artist,Confidential,"Cairo, Egypt",13 hours ago,['Part Time'],Entry Level,,https://wuzzuf.net/jobs/p/CBM3ggE50WYq-Rigging-Artist-Cairo-Egypt?o=27&l=sp&t=sj&a=python|search-v3|hpb,"Solid knowledge of human & animal anatomy, mechanics, and movement. | Understanding of functionalities of limbs, the effect of skin weights, and the behavior of skin and flesh. | Ability to create calisthenics to test extreme poses. | Adaptability, especially in terms of quality and time constraints. | Excellent working knowledge of Maya environment and Nodes. | Good Knowledge in Auto Rigs. | Strong skills in rigging tools and scripting languages like Mel, Python. | Good communication skills."
Python Developer,RUUF,"Heliopolis, Cairo, Egypt",14 days ago,['Full Time'],Experienced,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/X8WqVRnGVNBt-Python-Developer-RUUF-Cairo-Egypt?o=5&l=sp&t=sj&a=python|search-v3|hpb,"More than 2 years of experience. | Solid experience with Python. | A committed person who is eager to learn. | Good understanding of algorithms, data structures, and complexity. | Solid experience with Django, Flask or other Python web frameworks. | Familiarity with Amazon Web Services (AWS). | Familiarity with containerization concepts (e.g. Docker and Kubernetes). | Good understanding of CI/CD. | Familiar with Agile project management methodologies. | Experience in databases and SQL \/ NoSQL databases. | You have deployed Python applications to production. | Experience with consuming and build REST APIs. | Good understanding of code versioning tools such as Git. | Knowledge of JavaScript and php is a plus. | Familiarity with Linux."
Senior Data Analyst,Future Group,"Mohandessin, Giza, Egypt",14 days ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/00eepS1Ejji0-Senior-Data-Analyst-Future-Group-Giza-Egypt?o=42&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's or Master's degree in Statistics, Political Science or Applied Mathematics or equivalent experience. | 3+ years' of Data Analysis experience | Strong MS Office Skills | Strong Knowledge of Python and SQL. | Ability to work with stakeholders to assess potential risks. | Ability to analyze existing tools and databases and provide software solution recommendations. | Experience in methodologies and processes for managing large-scale databases. | Strong written and verbal communication skills to effectively relate data to all stakeholders"
Odoo Developer,Dimofinf Operations Center,"Nasr City, Cairo, Egypt",14 days ago,['Full Time'],Experienced,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/sTq4zpx9BqNy-Odoo-Developer-Dimofinf-Operations-Center-Cairo-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor degree preferably in Computer Science, Information Systems, or Engineering, but any other field is welcomed, specially if supported with good experience. | Python Experience (2+ years ideally) | Front-end (JavaScript) development + HTML/CSS | Minimum of 2 years of experience in Odoo development. | Good knowledge of SVN and/or Git. | Ability to learn fast and execute accordingly. | Outstanding communication and interpersonal abilities | Patience and professionalism | Attention to detail and problem solving skills | Excellent written and verbal communication skills | Strong organizational skills with the ability to multi-task"
Blockchain developer,MENA Alliances,"Hebron, Palestine",14 days ago,"['Full Time', 'Work From Home']",Experienced,2+ Yrs of Exp,https://wuzzuf.net/jobs/p/ioEYVnZceUWh-Blockchain-developer-MENA-Alliances-Hebron-Palestine?o=56&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in information security, computer science, or related. | At least 2 years of experience as a blockchain developer. | Advanced proficiency in programming languages, such as C++, Java, and Python. | Extensive experience in back-end development, algorithms, and data structures. | Knowledge of cryptography and blockchain protocols. | In-depth knowledge of best practices in blockchain management and data protection. | Advanced analytical and problem-solving skills. | Superb organizational skills and keen attention to detail. | Excellent communication and collaboration abilities."
Solution Architect ( PHP ),Expand Cart,"6th of October, Giza, Egypt",14 days ago,['Full Time'],Experienced,7+ Yrs of Exp,https://wuzzuf.net/jobs/p/Wcu4dwoAsuM3-Solution-Architect-PHP-Expand-Cart-Giza-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb,"Proven experience as a software architect. | 7+ years experience as a senior software developer . | Experience in software development and coding in various languages (PHP, SQL, NodeJs, python) | Excellent knowledge of software and application design and architecture. | Excellent knowledge of UML and other modeling methods. | Familiarity with HTML/CSS, JavaScript and UI/UX design . | Understanding of software quality assurance principles. A technical mindset with great attention to detail | High-quality organizational and leadership skills. | Outstanding communication and presentation abilities"
